1:0 = Stone =  Stone (#0001)
14276:17 = Slime Crystal =  Slime Crystal (#14276/17)
14276:18 = Obsidian Ingot =  Obsidian Ingot (#14276/18)
14276:19 = Iron Nugget =  Iron Nugget (#14276/19)
14276:20 = Copper Nugget =  Copper Nugget (#14276/20)
14276:21 = Tin Nugget =  Tin Nugget (#14276/21)
14276:22 = Aluminum Nugget =  Aluminum Nugget (#14276/22)
14276:23 = Essence Crystal =  Essence Crystal (#14276/23)
14276:24 = Aluminum Brass Nugget =  Aluminum Brass Nugget (#14276/24)
14276:25 =  =  #14276/25
14276:26 =  =  #14276/26
14276:27 = Obsidian Nugget =  Obsidian Nugget (#14276/27)
14276:28 = Cobalt Nugget =  Cobalt Nugget (#14276/28)
14276:29 = Ardite Nugget =  Ardite Nugget (#14276/29)
14276:30 = Manyullyn Nugget =  Manyullyn Nugget (#14276/30)
14276:31 = Bronze Nugget =  Bronze Nugget (#14276/31)
14276:32 = Alumite Nugget =  Alumite Nugget (#14276/32)
14276:33 = Steel Nugget =  Steel Nugget (#14276/33)
14277:0 = Wood Rod =  Wood Rod (#14277/0)
14277:1 = Stone Rod =  Stone Rod (#14277/1)
14277:2 = Iron Rod =  Iron Rod (#14277/2)
14277:3 = Flint Rod =  Flint Rod (#14277/3)
14277:4 = Cactus Rod =  Cactus Rod (#14277/4)
14277:5 = Bone Rod =  Bone Rod (#14277/5)
14277:6 = Obsidian Rod =  Obsidian Rod (#14277/6)
14277:7 = Netherrack Rod =  Netherrack Rod (#14277/7)
14277:8 = Slime Rod =  Slime Rod (#14277/8)
14277:9 = Paper Rod =  Paper Rod (#14277/9)
14277:10 = Cobalt Rod =  Cobalt Rod (#14277/10)
14277:11 = Ardite Rod =  Ardite Rod (#14277/11)
14277:12 = Manyullyn Rod =  Manyullyn Rod (#14277/12)
14277:13 = Copper Rod =  Copper Rod (#14277/13)
14277:14 = Bronze Rod =  Bronze Rod (#14277/14)
14277:15 = Alumite Rod =  Alumite Rod (#14277/15)
14277:16 = Steel Rod =  Steel Rod (#14277/16)
14277:31 = Thaumium Rod =  Thaumium Rod (#14277/31)
14278:1 = Stone Shard =  Stone Shard (#14278/1)
14278:2 = Iron Chunk =  Iron Chunk (#14278/2)
14278:3 = Flint Shard =  Flint Shard (#14278/3)
14278:4 = Cactus Shard =  Cactus Shard (#14278/4)
14278:6 = Obsidian Shard =  Obsidian Shard (#14278/6)
14278:7 = Netherrack Shard =  Netherrack Shard (#14278/7)
14278:8 = Slime Crystal Fragment =  Slime Crystal Fragment (#14278/8)
14278:10 = Cobalt Chunk =  Cobalt Chunk (#14278/10)
14278:11 = Ardite Chunk =  Ardite Chunk (#14278/11)
14278:12 = Manyullyn Chunk =  Manyullyn Chunk (#14278/12)
14278:13 = Copper Chunk =  Copper Chunk (#14278/13)
14278:14 = Bronze Chunk =  Bronze Chunk (#14278/14)
14278:15 = Alumite Chunk =  Alumite Chunk (#14278/15)
14278:16 = Steel Chunk =  Steel Chunk (#14278/16)
14278:31 =  =  #14278/31
14279:1 = Tool Rod Pattern =  Tool Rod Pattern (#14279/1) Material Cost: 0.5
14279:2 = Pickaxe Head Pattern =  Pickaxe Head Pattern (#14279/2) Material Cost: 1
14279:3 = Shovel Head Pattern =  Shovel Head Pattern (#14279/3) Material Cost: 1
14279:4 = Axe Head Pattern =  Axe Head Pattern (#14279/4) Material Cost: 1
14279:5 = Sword Blade Pattern =  Sword Blade Pattern (#14279/5) Material Cost: 1
14279:6 = Wide Guard Pattern =  Wide Guard Pattern (#14279/6) Material Cost: 0.5
14279:7 = Hand Guard Pattern =  Hand Guard Pattern (#14279/7) Material Cost: 0.5
14279:8 = Crossbar Pattern =  Crossbar Pattern (#14279/8) Material Cost: 0.5
14279:9 = Tool Binding Pattern =  Tool Binding Pattern (#14279/9) Material Cost: 0.5
14279:10 = Pan Pattern =  Pan Pattern (#14279/10) Material Cost: 1
14279:11 = Board Pattern =  Board Pattern (#14279/11) Material Cost: 1
14279:12 = Knife Blade Pattern =  Knife Blade Pattern (#14279/12) Material Cost: 0.5
14279:13 = Chisel Head Pattern =  Chisel Head Pattern (#14279/13) Material Cost: 0.5
14279:14 = Tough Tool Rod Pattern =  Tough Tool Rod Pattern (#14279/14) Material Cost: 3
14279:15 = Tough Binding Pattern =  Tough Binding Pattern (#14279/15) Material Cost: 3
14279:16 = Large Plate Pattern =  Large Plate Pattern (#14279/16) Material Cost: 8
14279:17 = Broad Axe Head Pattern =  Broad Axe Head Pattern (#14279/17) Material Cost: 8
14279:18 = Scythe Head Pattern =  Scythe Head Pattern (#14279/18) Material Cost: 8
14279:19 = Broad Shovel Head Pattern =  Broad Shovel Head Pattern (#14279/19) Material Cost: 8
14279:20 = Large Blade Pattern =  Large Blade Pattern (#14279/20) Material Cost: 8
14279:21 = Hammer Head Pattern =  Hammer Head Pattern (#14279/21) Material Cost: 8
14279:22 = Full Guard Pattern =  Full Guard Pattern (#14279/22) Material Cost: 3
14279:23 = Bowstring Pattern =  Bowstring Pattern (#14279/23) Material Cost: 3
14279:24 = Fletching Pattern =  Fletching Pattern (#14279/24) Material Cost: 1
14279:25 = Arrowhead Pattern =  Arrowhead Pattern (#14279/25) Material Cost: 1
14280:0 = Ingot Cast =  Ingot Cast (#14280/0) Material Cost: 1
14280:1 = Tool Rod Cast =  Tool Rod Cast (#14280/1) Material Cost: 0.5
14280:2 = Pickaxe Head Cast =  Pickaxe Head Cast (#14280/2) Material Cost: 1
14280:3 = Shovel Head Cast =  Shovel Head Cast (#14280/3) Material Cost: 1
14280:4 = Axe Head Cast =  Axe Head Cast (#14280/4) Material Cost: 1
14280:5 = Sword Blade Cast =  Sword Blade Cast (#14280/5) Material Cost: 1
14280:6 = Wide Guard Cast =  Wide Guard Cast (#14280/6) Material Cost: 0.5
14280:7 = Hand Guard Cast =  Hand Guard Cast (#14280/7) Material Cost: 0.5
14280:8 = Crossbar Cast =  Crossbar Cast (#14280/8) Material Cost: 0.5
14280:9 = Tool Binding Cast =  Tool Binding Cast (#14280/9) Material Cost: 0.5
14280:10 = Pan Cast =  Pan Cast (#14280/10) Material Cost: 1
14280:11 = Board Cast =  Board Cast (#14280/11) Material Cost: 1
14280:12 = Knife Blade Cast =  Knife Blade Cast (#14280/12) Material Cost: 0.5
14280:13 = Chisel Head Cast =  Chisel Head Cast (#14280/13) Material Cost: 0.5
14280:14 = Tough Tool Rod Cast =  Tough Tool Rod Cast (#14280/14) Material Cost: 3
14280:15 = Tough Binding Cast =  Tough Binding Cast (#14280/15) Material Cost: 3
14280:16 = Large Plate Cast =  Large Plate Cast (#14280/16) Material Cost: 8
14280:17 = Broad Axe Head Cast =  Broad Axe Head Cast (#14280/17) Material Cost: 8
14280:18 = Scythe Head Cast =  Scythe Head Cast (#14280/18) Material Cost: 8
14280:19 = Broad Shovel Head Cast =  Broad Shovel Head Cast (#14280/19) Material Cost: 8
14280:20 = Large Blade Cast =  Large Blade Cast (#14280/20) Material Cost: 8
14280:21 = Hammer Head Cast =  Hammer Head Cast (#14280/21) Material Cost: 8
14280:22 = Full Guard Cast =  Full Guard Cast (#14280/22) Material Cost: 3
14280:25 = Arrowhead Cast =  Arrowhead Cast (#14280/25) Material Cost: 1
14282:0 = Wood Pickaxe Head =  Wood Pickaxe Head (#14282/0)
14282:1 = Stone Pickaxe Head =  Stone Pickaxe Head (#14282/1)
14282:2 = Iron Pickaxe Head =  Iron Pickaxe Head (#14282/2)
14282:3 = Flint Pickaxe Head =  Flint Pickaxe Head (#14282/3)
14282:4 = Cactus Pickaxe Head =  Cactus Pickaxe Head (#14282/4)
14282:5 = Bone Pickaxe Head =  Bone Pickaxe Head (#14282/5)
14282:6 = Obsidian Pickaxe Head =  Obsidian Pickaxe Head (#14282/6)
14282:7 = Netherrack Pickaxe Head =  Netherrack Pickaxe Head (#14282/7)
14282:8 = Slime Pickaxe Head =  Slime Pickaxe Head (#14282/8)
14282:9 = Paper Pickaxe Head =  Paper Pickaxe Head (#14282/9)
14282:10 = Cobalt Pickaxe Head =  Cobalt Pickaxe Head (#14282/10)
14282:11 = Ardite Pickaxe Head =  Ardite Pickaxe Head (#14282/11)
14282:12 = Manyullyn Pickaxe Head =  Manyullyn Pickaxe Head (#14282/12)
14282:13 = Copper Pickaxe Head =  Copper Pickaxe Head (#14282/13)
14282:14 = Bronze Pickaxe Head =  Bronze Pickaxe Head (#14282/14)
14282:15 = Alumite Pickaxe Head =  Alumite Pickaxe Head (#14282/15)
14282:16 = Steel Pickaxe Head =  Steel Pickaxe Head (#14282/16)
14282:31 = Thaumium Pickaxe Head =  Thaumium Pickaxe Head (#14282/31)
14283:0 = Wood Shovel Head =  Wood Shovel Head (#14283/0)
14283:1 = Stone Shovel Head =  Stone Shovel Head (#14283/1)
14283:2 = Iron Shovel Head =  Iron Shovel Head (#14283/2)
14283:3 = Flint Shovel Head =  Flint Shovel Head (#14283/3)
14283:4 = Cactus Shovel Head =  Cactus Shovel Head (#14283/4)
14283:5 = Bone Shovel Head =  Bone Shovel Head (#14283/5)
14283:6 = Obsidian Shovel Head =  Obsidian Shovel Head (#14283/6)
14283:7 = Netherrack Shovel Head =  Netherrack Shovel Head (#14283/7)
14283:8 = Slime Shovel Head =  Slime Shovel Head (#14283/8)
14283:9 = Paper Shovel Head =  Paper Shovel Head (#14283/9)
14283:10 = Cobalt Shovel Head =  Cobalt Shovel Head (#14283/10)
14283:11 = Ardite Shovel Head =  Ardite Shovel Head (#14283/11)
14283:12 = Manyullyn Shovel Head =  Manyullyn Shovel Head (#14283/12)
14283:13 = Copper Shovel Head =  Copper Shovel Head (#14283/13)
14283:14 = Bronze Shovel Head =  Bronze Shovel Head (#14283/14)
14283:15 = Alumite Shovel Head =  Alumite Shovel Head (#14283/15)
14283:16 = Steel Shovel Head =  Steel Shovel Head (#14283/16)
14283:31 = Thaumium Shovel Head =  Thaumium Shovel Head (#14283/31)
14284:0 = Wood Axe Head =  Wood Axe Head (#14284/0)
14284:1 = Stone Axe Head =  Stone Axe Head (#14284/1)
14284:2 = Iron Axe Head =  Iron Axe Head (#14284/2)
14284:3 = Flint Axe Head =  Flint Axe Head (#14284/3)
14284:4 = Cactus Axe Head =  Cactus Axe Head (#14284/4)
14284:5 = Bone Axe Head =  Bone Axe Head (#14284/5)
14284:6 = Obsidian Axe Head =  Obsidian Axe Head (#14284/6)
14284:7 = Netherrack Axe Head =  Netherrack Axe Head (#14284/7)
14284:8 = Slime Axe Head =  Slime Axe Head (#14284/8)
14284:9 = Paper Axe Head =  Paper Axe Head (#14284/9)
14284:10 = Cobalt Axe Head =  Cobalt Axe Head (#14284/10)
14284:11 = Ardite Axe Head =  Ardite Axe Head (#14284/11)
14284:12 = Manyullyn Axe Head =  Manyullyn Axe Head (#14284/12)
14284:13 = Copper Axe Head =  Copper Axe Head (#14284/13)
14284:14 = Bronze Axe Head =  Bronze Axe Head (#14284/14)
14284:15 = Alumite Axe Head =  Alumite Axe Head (#14284/15)
14284:16 = Steel Axe Head =  Steel Axe Head (#14284/16)
14284:31 = Thaumium Axe Head =  Thaumium Axe Head (#14284/31)
14286:0 = Wood Sword Blade =  Wood Sword Blade (#14286/0)
14286:1 = Stone Sword Blade =  Stone Sword Blade (#14286/1)
14286:2 = Iron Sword Blade =  Iron Sword Blade (#14286/2)
14286:3 = Flint Sword Blade =  Flint Sword Blade (#14286/3)
14286:4 = Cactus Sword Blade =  Cactus Sword Blade (#14286/4)
14286:5 = Bone Sword Blade =  Bone Sword Blade (#14286/5)
14286:6 = Obsidian Sword Blade =  Obsidian Sword Blade (#14286/6)
14286:7 = Netherrack Sword Blade =  Netherrack Sword Blade (#14286/7)
14286:8 = Slime Sword Blade =  Slime Sword Blade (#14286/8)
14286:9 = Paper Sword Blade =  Paper Sword Blade (#14286/9)
14286:10 = Cobalt Sword Blade =  Cobalt Sword Blade (#14286/10)
14286:11 = Ardite Sword Blade =  Ardite Sword Blade (#14286/11)
14286:12 = Manyullyn Sword Blade =  Manyullyn Sword Blade (#14286/12)
14286:13 = Copper Sword Blade =  Copper Sword Blade (#14286/13)
14286:14 = Bronze Sword Blade =  Bronze Sword Blade (#14286/14)
14286:15 = Alumite Sword Blade =  Alumite Sword Blade (#14286/15)
14286:16 = Steel Sword Blade =  Steel Sword Blade (#14286/16)
14286:31 = Thaumium Sword Blade =  Thaumium Sword Blade (#14286/31)
14287:0 = Wood Wide Guard =  Wood Wide Guard (#14287/0)
14287:1 = Stone Wide Guard =  Stone Wide Guard (#14287/1)
14287:2 = Iron Wide Guard =  Iron Wide Guard (#14287/2)
14287:3 = Flint Wide Guard =  Flint Wide Guard (#14287/3)
14287:4 = Cactus Wide Guard =  Cactus Wide Guard (#14287/4)
14287:5 = Bone Wide Guard =  Bone Wide Guard (#14287/5)
14287:6 = Obsidian Wide Guard =  Obsidian Wide Guard (#14287/6)
14287:7 = Netherrack Wide Guard =  Netherrack Wide Guard (#14287/7)
14287:8 = Slime Wide Guard =  Slime Wide Guard (#14287/8)
14287:9 = Paper Wide Guard =  Paper Wide Guard (#14287/9)
14287:10 = Cobalt Wide Guard =  Cobalt Wide Guard (#14287/10)
14287:11 = Ardite Wide Guard =  Ardite Wide Guard (#14287/11)
14287:12 = Manyullyn Wide Guard =  Manyullyn Wide Guard (#14287/12)
14287:13 = Copper Wide Guard =  Copper Wide Guard (#14287/13)
14287:14 = Bronze Wide Guard =  Bronze Wide Guard (#14287/14)
14287:15 = Alumite Wide Guard =  Alumite Wide Guard (#14287/15)
14287:16 = Steel Wide Guard =  Steel Wide Guard (#14287/16)
14287:31 = Thaumium Wide Guard =  Thaumium Wide Guard (#14287/31)
14288:0 = Wood Hand Guard =  Wood Hand Guard (#14288/0)
14288:1 = Stone Hand Guard =  Stone Hand Guard (#14288/1)
14288:2 = Iron Hand Guard =  Iron Hand Guard (#14288/2)
14288:3 = Flint Hand Guard =  Flint Hand Guard (#14288/3)
14288:4 = Cactus Hand Guard =  Cactus Hand Guard (#14288/4)
14288:5 = Bone Hand Guard =  Bone Hand Guard (#14288/5)
14288:6 = Obsidian Hand Guard =  Obsidian Hand Guard (#14288/6)
14288:7 = Netherrack Hand Guard =  Netherrack Hand Guard (#14288/7)
14288:8 = Slime Hand Guard =  Slime Hand Guard (#14288/8)
14288:9 = Paper Hand Guard =  Paper Hand Guard (#14288/9)
14288:10 = Cobalt Hand Guard =  Cobalt Hand Guard (#14288/10)
14288:11 = Ardite Hand Guard =  Ardite Hand Guard (#14288/11)
14288:12 = Manyullyn Hand Guard =  Manyullyn Hand Guard (#14288/12)
14288:13 = Copper Hand Guard =  Copper Hand Guard (#14288/13)
14288:14 = Bronze Hand Guard =  Bronze Hand Guard (#14288/14)
14288:15 = Alumite Hand Guard =  Alumite Hand Guard (#14288/15)
14288:16 = Steel Hand Guard =  Steel Hand Guard (#14288/16)
14288:31 = Thaumium Hand Guard =  Thaumium Hand Guard (#14288/31)
14289:0 = Wood Crossbar =  Wood Crossbar (#14289/0)
14289:1 = Stone Crossbar =  Stone Crossbar (#14289/1)
14289:2 = Iron Crossbar =  Iron Crossbar (#14289/2)
14289:3 = Flint Crossbar =  Flint Crossbar (#14289/3)
14289:4 = Cactus Crossbar =  Cactus Crossbar (#14289/4)
14289:5 = Bone Crossbar =  Bone Crossbar (#14289/5)
14289:6 = Obsidian Crossbar =  Obsidian Crossbar (#14289/6)
14289:7 = Netherrack Crossbar =  Netherrack Crossbar (#14289/7)
14289:8 = Slime Crossbar =  Slime Crossbar (#14289/8)
14289:9 = Paper Crossbar =  Paper Crossbar (#14289/9)
14289:10 = Cobalt Crossbar =  Cobalt Crossbar (#14289/10)
14289:11 = Ardite Crossbar =  Ardite Crossbar (#14289/11)
14289:12 = Manyullyn Crossbar =  Manyullyn Crossbar (#14289/12)
14289:13 = Copper Crossbar =  Copper Crossbar (#14289/13)
14289:14 = Bronze Crossbar =  Bronze Crossbar (#14289/14)
14289:15 = Alumite Crossbar =  Alumite Crossbar (#14289/15)
14289:16 = Steel Crossbar =  Steel Crossbar (#14289/16)
14289:31 = Thaumium Crossbar =  Thaumium Crossbar (#14289/31)
14290:0 = Wood Binding =  Wood Binding (#14290/0)
14290:1 = Stone Binding =  Stone Binding (#14290/1)
14290:2 = Iron Binding =  Iron Binding (#14290/2)
14290:3 = Flint Binding =  Flint Binding (#14290/3)
14290:4 = Cactus Binding =  Cactus Binding (#14290/4)
14290:5 = Bone Binding =  Bone Binding (#14290/5)
14290:6 = Obsidian Binding =  Obsidian Binding (#14290/6)
14290:7 = Netherrack Binding =  Netherrack Binding (#14290/7)
14290:8 = Slime Binding =  Slime Binding (#14290/8)
14290:9 = Paper Binding =  Paper Binding (#14290/9)
14290:10 = Cobalt Binding =  Cobalt Binding (#14290/10)
14290:11 = Ardite Binding =  Ardite Binding (#14290/11)
14290:12 = Manyullyn Binding =  Manyullyn Binding (#14290/12)
14290:13 = Copper Binding =  Copper Binding (#14290/13)
14290:14 = Bronze Binding =  Bronze Binding (#14290/14)
14290:15 = Alumite Binding =  Alumite Binding (#14290/15)
14290:16 = Steel Binding =  Steel Binding (#14290/16)
14290:31 = Thaumium Binding =  Thaumium Binding (#14290/31)
14291:0 = Wood Pan =  Wood Pan (#14291/0)
14291:1 = Stone Pan =  Stone Pan (#14291/1)
14291:2 = Iron Pan =  Iron Pan (#14291/2)
14291:3 = Flint Pan =  Flint Pan (#14291/3)
14291:4 = Cactus Pan =  Cactus Pan (#14291/4)
14291:5 = Bone Pan =  Bone Pan (#14291/5)
14291:6 = Obsidian Pan =  Obsidian Pan (#14291/6)
14291:7 = Netherrack Pan =  Netherrack Pan (#14291/7)
14291:8 = Slime Pan =  Slime Pan (#14291/8)
14291:9 = Paper Pan =  Paper Pan (#14291/9)
14291:10 = Cobalt Pan =  Cobalt Pan (#14291/10)
14291:11 = Ardite Pan =  Ardite Pan (#14291/11)
14291:12 = Manyullyn Pan =  Manyullyn Pan (#14291/12)
14291:13 = Copper Pan =  Copper Pan (#14291/13)
14291:14 = Bronze Pan =  Bronze Pan (#14291/14)
14291:15 = Alumite Pan =  Alumite Pan (#14291/15)
14291:16 = Steel Pan =  Steel Pan (#14291/16)
14291:31 = Thaumium Pan =  Thaumium Pan (#14291/31)
14292:0 = Wood Board =  Wood Board (#14292/0)
14292:1 = Stone Board =  Stone Board (#14292/1)
14292:2 = Iron Board =  Iron Board (#14292/2)
14292:3 = Flint Board =  Flint Board (#14292/3)
14292:4 = Cactus Board =  Cactus Board (#14292/4)
14292:5 = Bone Board =  Bone Board (#14292/5)
14292:6 = Obsidian Board =  Obsidian Board (#14292/6)
14292:7 = Netherrack Board =  Netherrack Board (#14292/7)
14292:8 = Slime Board =  Slime Board (#14292/8)
14292:9 = Paper Board =  Paper Board (#14292/9)
14292:10 = Cobalt Board =  Cobalt Board (#14292/10)
14292:11 = Ardite Board =  Ardite Board (#14292/11)
14292:12 = Manyullyn Board =  Manyullyn Board (#14292/12)
14292:13 = Copper Board =  Copper Board (#14292/13)
14292:14 = Bronze Board =  Bronze Board (#14292/14)
14292:15 = Alumite Board =  Alumite Board (#14292/15)
14292:16 = Steel Board =  Steel Board (#14292/16)
14292:31 = Thaumium Board =  Thaumium Board (#14292/31)
14293:0 = Wood Broad Axe Head =  Wood Broad Axe Head (#14293/0)
14293:1 = Stone Broad Axe Head =  Stone Broad Axe Head (#14293/1)
14293:2 = Iron Broad Axe Head =  Iron Broad Axe Head (#14293/2)
14293:3 = Flint Broad Axe Head =  Flint Broad Axe Head (#14293/3)
14293:4 = Cactus Broad Axe Head =  Cactus Broad Axe Head (#14293/4)
14293:5 = Bone Broad Axe Head =  Bone Broad Axe Head (#14293/5)
14293:6 = Obsidian Broad Axe Head =  Obsidian Broad Axe Head (#14293/6)
14293:7 = Netherrack Broad Axe Head =  Netherrack Broad Axe Head (#14293/7)
14293:8 = Slime Broad Axe Head =  Slime Broad Axe Head (#14293/8)
14293:9 = Paper Broad Axe Head =  Paper Broad Axe Head (#14293/9)
14293:10 = Cobalt Broad Axe Head =  Cobalt Broad Axe Head (#14293/10)
14293:11 = Ardite Broad Axe Head =  Ardite Broad Axe Head (#14293/11)
14293:12 = Manyullyn Broad Axe Head =  Manyullyn Broad Axe Head (#14293/12)
14293:13 = Copper Broad Axe Head =  Copper Broad Axe Head (#14293/13)
14293:14 = Bronze Broad Axe Head =  Bronze Broad Axe Head (#14293/14)
14293:15 = Alumite Broad Axe Head =  Alumite Broad Axe Head (#14293/15)
14293:16 = Steel Broad Axe Head =  Steel Broad Axe Head (#14293/16)
14293:31 = Thaumium Broad Axe Head =  Thaumium Broad Axe Head (#14293/31)
14294:0 = Wood Knife Blade =  Wood Knife Blade (#14294/0)
14294:1 = Stone Knife Blade =  Stone Knife Blade (#14294/1)
14294:2 = Iron Knife Blade =  Iron Knife Blade (#14294/2)
14294:3 = Flint Knife Blade =  Flint Knife Blade (#14294/3)
14294:4 = Cactus Knife Blade =  Cactus Knife Blade (#14294/4)
14294:5 = Bone Knife Blade =  Bone Knife Blade (#14294/5)
14294:6 = Obsidian Knife Blade =  Obsidian Knife Blade (#14294/6)
14294:7 = Netherrack Knife Blade =  Netherrack Knife Blade (#14294/7)
14294:8 = Slime Knife Blade =  Slime Knife Blade (#14294/8)
14294:9 = Paper Knife Blade =  Paper Knife Blade (#14294/9)
14294:10 = Cobalt Knife Blade =  Cobalt Knife Blade (#14294/10)
14294:11 = Ardite Knife Blade =  Ardite Knife Blade (#14294/11)
14294:12 = Manyullyn Knife Blade =  Manyullyn Knife Blade (#14294/12)
14294:13 = Copper Knife Blade =  Copper Knife Blade (#14294/13)
14294:14 = Bronze Knife Blade =  Bronze Knife Blade (#14294/14)
14294:15 = Alumite Knife Blade =  Alumite Knife Blade (#14294/15)
14294:16 = Steel Knife Blade =  Steel Knife Blade (#14294/16)
14294:31 = Thaumium Knife Blade =  Thaumium Knife Blade (#14294/31)
14295:0 = Wood Chisel Head =  Wood Chisel Head (#14295/0)
14295:1 = Stone Chisel Head =  Stone Chisel Head (#14295/1)
14295:2 = Iron Chisel Head =  Iron Chisel Head (#14295/2)
14295:3 = Flint Chisel Head =  Flint Chisel Head (#14295/3)
14295:4 = Cactus Chisel Head =  Cactus Chisel Head (#14295/4)
14295:5 = Bone Chisel Head =  Bone Chisel Head (#14295/5)
14295:6 = Obsidian Chisel Head =  Obsidian Chisel Head (#14295/6)
14295:7 = Netherrack Chisel Head =  Netherrack Chisel Head (#14295/7)
14295:8 = Slime Chisel Head =  Slime Chisel Head (#14295/8)
14295:9 = Paper Chisel Head =  Paper Chisel Head (#14295/9)
14295:10 = Cobalt Chisel Head =  Cobalt Chisel Head (#14295/10)
14295:11 = Ardite Chisel Head =  Ardite Chisel Head (#14295/11)
14295:12 = Manyullyn Chisel Head =  Manyullyn Chisel Head (#14295/12)
14295:13 = Copper Chisel Head =  Copper Chisel Head (#14295/13)
14295:14 = Bronze Chisel Head =  Bronze Chisel Head (#14295/14)
